BGGId,Name,AvgRating,NumUserRatings
275913,Bruxelles 1897,7.31056,1310
276025,Maracaibo,8.21229,10399
276042,Conspiracy: Abyss Universe,7.38319,1621
276498,Paris: La Cité de la Lumière,7.42376,2289
276830,Sanctum,7.15436,1596
276894,Ticket to Ride: London,7.18254,2777
277085,Love Letter,7.61532,3119
277597,Fast Sloths,7.14677,1020
277700,Merchants Cove,7.71284,1360
278553,Silver,7.05479,1127
279254,Ecos: First Continent,7.18288,2863
279537,The Search for Planet X,8.1428,3063
279613,Unlock!: Timeless Adventures,7.91781,1513
280136,Paranormal Detectives,7.13987,1474
280453,Masters of Renaissance: Lorenzo il Magnifico – The Card Game,7.24019,1218
280480,Crystal Palace,7.60927,2394
280794,Etherfields,7.99913,1526
281194,Flick of Faith,7.48936,1275
281259,The Isle of Cats,7.93233,10611
281442,Trismegistus: The Ultimate Formula,7.65519,2497
281466,Yedo: Deluxe Master Set,8.09835,1026
281946,Aftermath,7.84908,1056
282524,Horrified,7.79405,9262
282954,Paris,7.34154,1550
283155,Calico,7.79098,7850
283294,Yukon Airways,7.45195,1334
283355,Dune,8.08045,4554
283393,Aquatica,7.409,2760
283863,The Magnificent,7.62314,2168
283864,Trails of Tucana,7.46755,2420
283948,Marco Polo II: In the Service of the Khan,8.0932,4540
284083,The Crew: The Quest for Planet Nine,7.97221,23819
284108,Pictures,7.21278,1323
284378,Kanban EV,8.62853,2791
284435,Nova Luna,7.40753,4237
284584,Troyes Dice,7.1963,1265
284742,Honey Buzz,7.8564,1913
284760,Disney Villainous: Evil Comes Prepared,7.67421,2510
284777,Unmatched: Jurassic Park – InGen vs Raptors,8.21107,1095
284818,Caylus 1303,7.59028,1810
285192,Destinies,8.06631,2791
285265,Rune Stones,7.27028,1354
285774,Marvel Champions: The Card Game,8.20626,13558
285967,Ankh: Gods of Egypt,7.97652,2977
285984,Last Bastion,7.61244,2067
286096,Tapestry,7.46019,13865
286749,Hansa Teutonica: Big Box,8.43801,1566
286751,Zombicide: 2nd Edition,8.1799,1087
287084,Oriflamme,7.18762,2025
287589,Red Outpost,7.0727,1241
287954,Azul: Summer Pavilion,7.77819,9659
288169,The Fox in the Forest Duet,7.19825,1807
290236,Canvas,7.5359,3347
290359,Undaunted: North Africa,7.92725,1594
291457,Gloomhaven: Jaws of the Lion,8.6961,15062
291508,Tiny Epic Dinosaurs,7.43074,1945
291572,Oath: Chronicles of Empire and Exile,8.03897,2584
291794,Dice Throne: Season One ReRolled,8.46758,1098
293014,Nidavellir,7.71489,5604
293141,King of Tokyo: Dark Edition,7.82352,2905
293296,Splendor: Marvel,7.68071,1603
293889,Fallout Shelter: The Board Game,7.30851,1669
294484,Unmatched: Cobble & Fog,8.25578,2364
294612,Unlock!: Epic Adventures,7.88504,1218
295486,My City,7.82378,4291
295947,Cascadia,8.04654,3686
296100,Rococo: Deluxe Edition,8.30643,1568
296151,Viscounts of the West Kingdom,7.99175,5211
296237,Warp's Edge,7.9043,1050
296912,Fort,7.2877,4689
297030,Tekhenu: Obelisk of the Sun,7.87978,3532
297486,Ride the Rails,7.29273,1122
297562,Kemet: Blood and Sand,8.25245,1490
297978,Mariposas,7.01463,2844
298047,Marvel United,7.69318,4025
298065,Santa Monica,7.39772,2298
298069,Cubitos,7.62999,2724
298371,Wild Space,7.40338,1110
299047,Disney Villainous: Perfectly Wretched,7.83938,1625
299169,Spicy,7.23924,1955
299252,Here to Slay,7.08747,1725
299960,Alma Mater,7.5626,1541
300001,Renature,7.34424,1148
300300,Chronicles of Crime: 1400,7.92038,1801
300322,Hallertau,8.0866,2713
300327,The Castles of Tuscany,7.35322,1903
300442,Trekking the World,7.1188,1574
300531,Paleo,7.84488,3726
300753,Cross Clues,7.42747,1040
300877,New York Zoo,7.238,3201
301255,Whistle Mountain,7.7873,1523
301716,Glasgow,7.25091,1011
301767,Mysterium Park,7.33718,1698
301880,Raiders of Scythia,7.94125,2261
301919,Pandemic: Hot Zone – North America,7.13861,1177
302336,Marvel Villainous: Infinite Power,7.0039,1057
302388,Back to the Future: Back in Time,7.33538,1567
302524,Super-Skill Pinball: 4-Cade,7.31673,1431
302723,Forgotten Waters,8.06919,3137
303057,Pan Am,7.6521,2627
304285,Infinity Gauntlet: A Love Letter Game,7.12642,1640
304420,Bonfire,7.86147,3255
304783,Hadrian's Wall,8.10315,1512
306040,Merv: The Heart of the Silk Road,7.71667,1983
306481,Tawantinsuyu: The Inca Empire,7.64651,1445
306735,Under Falling Skies,7.93574,4422
307305,Bullet♥︎,7.76445,1027
308765,Praga Caput Regni,8.12306,4040
309630,Small World of Warcraft,7.53151,1491
310873,Carnegie,7.74625,1027
311193,Anno 1800,7.87445,2296
312251,Curious Cargo,7.3562,1123
312267,Star Wars: Unlock!,7.11695,1517
312484,Lost Ruins of Arnak,8.10302,15366
314040,Pandemic Legacy: Season 0,8.64327,3319
314491,Meadow,7.90385,2035
314503,Codex Naturalis,7.23371,1152
316377,7 Wonders (Second Edition),8.10179,1828
316546,Clever Cubed,7.65002,1227
316554,Dune: Imperium,8.31354,13659
316858,CloudAge,7.48537,1168
317985,Beyond the Sun,8.0102,4465
318084,Furnace,7.50084,2541
318184,Imperium: Classics,7.87167,1728
318553,Rajas of the Ganges: The Dice Charmers,7.61058,1268
318977,MicroMacro: Crime City,7.75844,5760
318983,Faiyum,7.6066,1058
319966,The King Is Dead: Second Edition,7.83927,2394
322708,Descent: Legends of the Dark,7.96497,1953
324856,The Crew: Mission Deep Sea,8.44932,2181
328871,Terraforming Mars: Ares Expedition,7.6739,3482
329465,Red Rising,7.23889,3465
